1685309142,21,1,340100,喔喔喔
5223326313,17,2,220100,我也这样 心态摆正姐妹 没关系的
1407792010,0,2,100,加油！！！！
4023221179,0,0,320500,谁说站在光里的才算英雄～在被窝里的我也是英雄[呲牙][大笑]🙂🙃😆[色][亲亲][鬼脸][吐舌]😛😎
1650762277,0,0,450100,好听好听
1407792010,0,2,100,保护好自己！！！
1650762277,0,0,450100,哇哦哇哦好听👍👍
1948713185,0,2,441800,这才是教育啊
636336069,18,2,361100,努力提升自己，有能力了家里对你没办法宽容度也会高很多！
1509682040,20,1,522700,7天5张黑椒有人要吗，没人送都浪费了[哀伤]
259094376,0,1,100,加油！
259094376,0,1,100,加油！
1764775646,0,1,510100,流利
356755430,32,1,1005700,“你将造你的城邦，在废墟之上。”
259094376,0,1,100,加油！
428249894,20,1,420100,加油孤勇者！
6271780127,15,1,411200,加油 你有前途 我今年初三 是班里的倒数 马上我就不上了 加油加油加油祝你考个好高中
3284334551,18,2,100,致敬
3949318667,0,1,420100,加油，陌生人
2015075025,0,2,410100,平平安安
2015075025,0,2,410100,平平安安
1918980634,0,2,411000,要平安，要健康。。。
635985736,18,2,100,哎，晚安吧
592700133,18,2,211200,永远平安！
5086975023,0,1,440300,总不是写给你的
5156958802,0,0,440300,加油，保护好自己！
3948312635,0,0,310101,加油
476442431,29,1,440100,威武
3949318667,0,1,420100,今天是3月19日，愿你们平安
3948312635,0,0,310101,加油
3948312635,0,0,310101,9
3948312635,0,0,310101,谁
43034697,0,0,451000,加油
3948312635,0,0,310101,挺好
2060134698,0,1,110101,98天!中考必胜
我祝愿2022届中考全天下毕业生旗开得胜

6271780127,15,1,411200,二娘50多了 但是我真的学不进去阿 成天上课都的发呆 听不懂  我真的很想离开他们成天欺负我 嘲笑我 看不起我 我今年初三了在我两个星期就是毕业考试 我考试完了以后 就跟二娘 好好说说 就算她不同意我也不上了   我已经不留恋这里  我想要离开这里[心碎]
2075302633,0,0,411000,中考，干啊啊啊啊，我真的受够了！考完我要打一天的篮球，把我打死，打透支！！！拼吧djr
3948312635,0,0,310101,没有
1344431866,0,0,410300,军嫂一枚，二孩妈妈……辛酸苦辣……感谢唐甜和陈奕迅，让我觉得自己也是一个英雄……
3948312635,0,0,310101,不用谢
3948312635,0,0,310101,直接不发短信
3948312635,0,0,310101,怎么走出来
1293501534,0,0,510100,加油
3928484054,0,0,152200,？知道主题曲什么意思？
3366691535,0,1,100,加油
3948312635,0,0,310101,加油
1293501534,0,0,510100,加油 注意安全 保护好自己
1973045875,0,2,100,嗯嗯嗯嗯
1348201980,0,2,610100,加油
3948312635,0,0,310101,要
1513700975,0,2,100,我要送给白衣天使
2133700235,0,2,430100,实不相瞒 我也是txl 我是女孩子 这个事第一不是病 第二也没你想象的那么恐怖 全世界60多个国家地区都同性恋婚姻合法化了 第三 父母也没你想的那么脆弱 他们对你的爱是希望你做自己希望你能幸福 而不是为了迎合别人的目光去做一些你本不想做的事 当然这条路也非常的艰难 你需要好好学习 让自己变得强大
129282320,7,2,360700,你可以跟追你的女生说“谢谢你的喜欢，但能不能给我介绍男朋友呀”
3948312635,0,0,310101,噗哈哈哈
3948312635,0,0,310101,好，
3948312635,0,0,310101,对！加油！仿佛看到了高考前的自己，不过我做到了也成功考上了理想大学，也祝你成功。
1469508212,20,2,411100,加油
1469508212,20,2,411100,谁说站在光里的才算英雄
1513700975,0,2,100,我是个小学生，要努力学习。
这首歌牛🐮
3928484054,0,0,152200,最多小学2年级，再多就该喝点补脑液了
1295907368,0,2,330600,希望理论考试 虽然延迟但是顺利
1517889267,0,2,310101,做你想做的 加油
6271780127,15,1,411200,可是我真的学不进去啊  他们都说我脑子聪明可是我脑子聪明为什么天天被别人嘲笑 别人欺负 我在村里上的好好的 却把我弄到县城里 我真的学不进去阿 二娘成天给我和大姐家的孩子比 我有不良嗜好 吸烟 他们知道我吸烟就打我骂我  可是我戒不掉啊  他们对我希望很大 我也知道我父亲不管我  是他们把我养大
325330700,0,1,110101,明天要去参加厦大线上复试了，祝我好运吧[吐舌][吐舌][吐舌]
1348201980,0,2,610100,厉害了
3948312635,0,0,310101,我在上海祝罗慧君生日快乐呀！
1641734424,0,0,500101,加油
1607456070,0,2,100,一起！也相信你一定可以考上厦大附中
1755230228,18,2,350500,高考，孤军奋勇过独木桥，愿LZN和FYY考上心仪的大学
1926052739,0,0,100,汤勇者
1348201980,0,2,610100,加油
373651760,0,1,100,看看括号的字吧
469661397,0,1,100,80天！！高考必胜！
1924214169,19,2,100,虽然他是个日本人，但他身上的精神跟这首歌挺符合的，不知全面未予评价
3345236028,16,2,1005600,大熊是站在我们一边的，如果大熊败了，兔子很难打败老鹰，我们的祖国很强，但猛虎难敌群狼，双全难敌四手的道理得懂
123207405,23,1,532500,天天盼夜夜念着过日子到了最后166告诉我余额不足了那好吧续费！1262再献上我三年的青春！她说的对，我对得起国却对不起她 所以她刚刚说我们不合适 我有理由和能力留住她吗？感谢你陪伴我的2403天.zc.
3932369245,13,2,110101,初一，上学期期末年级第一，但比第三只高了体育分。裸分不如年级第三，可我认为我的能力能考到区第一。我相信过自己，也怀疑过自己。我真的倦了，不想再卷了
1371009231,21,2,1010000,好好学习 我会成功的
3811435918,15,1,653100,我爱你[多多亲吻]
1348201980,0,2,610100,有缘人来了
3948312635,0,0,310101,明天有个面试好紧张😰
645840617,0,1,220300,可能他本身就是一个碰见困难就会退缩的人，一个悲观主义者，一个屈服于生活的人。但我们活着不是为了向谁证明自己，而是要通过学习找到自己活着的意义，真正的活着。所以，去努力成为生活的主人吧，我的朋友。
1348201980,0,2,610100,哈哈
1955310668,14,2,130100,我们的名字那么好听 一定要出现在录取通知书上啊[多多大笑]同是初二 祝你也祝我
564845903,20,2,210100,祝我四级逆袭吧
3296218642,21,2,500101,孤勇者！！！！！！！！like us
1924214169,19,2,100,没是没关系，但人家就不能说一下吗？而且是她不己不由自主的想到了啊
564845903,20,2,210100,高中同学都知道我喜欢EDG，那天晚上夺冠之后都来跟我说话了   告诉我edg是冠军
590634582,0,2,100,每个月都过期 我也没人送
3287035663,0,2,440100,加油＾０＾~高三人
6271780127,15,1,411200,上面二娘说的是 写成我母亲去世父亲病重 后来我大姐夫一次次的欺负我 二娘每次都看着 我在想为什么别人和我不一样 我有一次哭是因为我犯了错 我二娘当时就说你为什么哭 从那以后我就个人哭 一个人有委屈自己哭 我二娘一直说好好学习
6476401766,12,2,341700,有你这么骂人的吗？
1476562327,21,1,420100,哈哈哈，我都是戴帽子
349883077,0,2,440700,希望我们都像这首歌一样，可以战胜生活中的一切困难！加油！
1476562327,21,1,420100,加油鸭！
636273704,0,2,1007900,对啊 没必要上纲上线
6476401766,12,2,341700,注意安全！
1401635672,19,2,341300,可能还是怀念那时候你开车总是放这首歌吧听不腻
1476562327,21,1,420100,加油宝子，相信自己，你可以的！
610651884,31,2,530100,滚
389261621,25,1,610100,致敬！！！
3325684163,0,0,500101,嘿嘿
645274093,0,2,440100,谢谢😜
564845903,20,2,210100,加油
636273704,0,2,1007900,要不你去看看医生？
6271780127,15,1,411200,我从出生的的时候母亲没了 父亲也没有太大的能里养我 我就被我二伯和二娘养着 我发现这个秘密的时侯是在我很小的时候当时我去我朋友家玩他爷爷 就跟我开了玩笑 我当时小  也不在意 后来我慢慢长大 我发现了我的户口为什么在我“叔叔”这 我大姐夫又一次次的骂我 我二娘也不说 在小学有一次贫困补助申请
1657670725,0,2,410700,可能因为太出圈了吧，很多都不是玩家也没看过双城之战单纯喜欢歌
3345236028,16,2,1005600,普京也不想啊，他也是为自己国家的人民着想，乌克兰一旦加入北约，自己国家的人民就会有危险，交战时还给乌克兰民众发配物资，他不想伤害乌克兰的民众，他只是不想让乌克兰加入北约
598958403,20,2,110101,不分心做高考路上的孤勇者
6422257241,0,0,441900,“祝橙子生日快乐，永远有姜汁汽水～”
1731757791,0,1,460100,致敬
482290097,0,0,320100,不是我杠，缉毒警真实身份会告诉亲戚朋友的吗？不怕被报复？
3582177500,0,1,610400,花开了
1617241120,0,1,430100,We are the Hero.
